token,n,hem_prefix
korpholen,1,FALSE
korset,1,FALSE
korsnes,1,FALSE
korsning,1,FALSE
korså,1,FALSE
korsåsen,1,FALSE
kringlan,1,FALSE
kringliggande,1,FALSE
krokfors,1,FALSE
kroppen,1,FALSE
krusbo,1,FALSE
kräckelbäcken,1,FALSE
kråkbergs,1,FALSE
kråkbotjärn,1,FALSE
kråkbrickan,1,FALSE
krångåsen,1,FALSE
kul,1,FALSE
kulturlandskapet,1,FALSE
kulåra,1,FALSE
kunna,1,FALSE
kuså,1,FALSE
kvansnäs,1,FALSE
kvarna,1,FALSE
kvarnholn,1,FALSE
kvarnåker,1,FALSE
kväksel,1,FALSE
kyna,1,FALSE
kyrka,1,FALSE
kyrkbron,1,FALSE
kyrkby,1,FALSE
kyrkbytjärn,1,FALSE
kyrkbåthusen,1,FALSE
kytjärn,1,FALSE
kägelberget,1,FALSE
källbotten,1,FALSE
källviken,1,FALSE
källvägen,1,FALSE
kämboberget,1,FALSE
kämpboberget,1,FALSE
kämpudden,1,FALSE
kära,1,FALSE
kärleksudden,1,FALSE
kärringberget,1,FALSE
kärringtjärn,1,FALSE
kättboflotten,1,FALSE
käällbergsgärdet,1,FALSE
kårbostallet,1,FALSE
kölaråsen,1,FALSE
laduberg,1,FALSE
ladubergs,1,FALSE
laggarudden,1,FALSE
laggaruddens,1,FALSE
laknäs,1,FALSE
lantstället,1,FALSE
larsberget,1,FALSE
leden,1,FALSE
leder,1,FALSE
lejden,1,FALSE
leker,1,FALSE
leksands,1,FALSE
leksboda,1,FALSE
leksmyren,1,FALSE
lekåsen,1,FALSE
lennheden,1,FALSE
lerdal,1,FALSE
levande,1,FALSE
lever,1,FALSE
levsnäs,1,FALSE
liden,1,FALSE
liggande,1,FALSE
ligger,1,FALSE
lila,1,FALSE
liljan,1,FALSE
lill,1,FALSE
lillån,1,FALSE
lillön,1,FALSE
lima,1,FALSE
limdalen,1,FALSE
lindesnäs,1,FALSE
lingon,1,FALSE
lingonplatsen,1,FALSE
lisela,1,FALSE
lissbjörken,1,FALSE
lisselhed,1,FALSE
lissgärdsgattu,1,FALSE
lisskog,1,FALSE
lisslabo,1,FALSE
lissler,1,FALSE
ljotgrav,1,FALSE
ljung,1,FALSE
ljusbodarnas,1,FALSE
ljuva,1,FALSE
loberg,1,FALSE
lockar,1,FALSE
lofvargardn,1,FALSE
lohyddan,1,FALSE
loka,1,FALSE
lokimberberget,1,FALSE
lomkällan,1,FALSE
lomvik,1,FALSE
loppis,1,FALSE
lugna,1,FALSE
lugnaste,1,FALSE
lugnetskogen,1,FALSE
lugnetsvatten,1,FALSE
lugnrt,1,FALSE
lurån,1,FALSE
lybergsgnupen,1,FALSE
lyckoplatsen,1,FALSE
lämplig,1,FALSE
längdskidspår,1,FALSE
längs,1,FALSE
länken,1,FALSE
lång,1,FALSE
långbergs,1,FALSE
lången,1,FALSE
långfjället,1,FALSE
långfärdsskridskor,1,FALSE
långholmen,1,FALSE
långmora,1,FALSE
långrundan,1,FALSE
långselen,1,FALSE
långshyttan,1,FALSE
långsåsen,1,FALSE
långtjärnarna,1,FALSE
långåsen,1,FALSE
löten,1,FALSE
löva,1,FALSE
lövmarken,1,FALSE
lövnes,1,FALSE
lövnäs,1,FALSE
lövåsberget,1,FALSE
lövö,1,FALSE
majkölen,1,FALSE
malbacken,1,FALSE
malungs,1,FALSE
mans,1,FALSE
mardal,1,FALSE
mardalen,1,FALSE
mark,1,FALSE
marken,1,FALSE
marknad,1,FALSE
marnäs,1,FALSE
marnässkogen,1,FALSE
masten,1,FALSE
matsbo,1,FALSE
matsäl,1,FALSE
mattlaberg,1,FALSE
mattsåsen,1,FALSE
medjåsn,1,FALSE
medskogstjärn,1,FALSE
mej,1,FALSE
mellanvakern,1,FALSE
melsta,1,FALSE
mer,1,FALSE
mest,1,FALSE
mickeltemplet,1,FALSE
milbana,1,FALSE
milbanan,1,FALSE
milspåret,1,FALSE
milsvid,1,FALSE
minskog,1,FALSE
mit,1,FALSE
mittsjöbo,1,FALSE
mjälgen,1,FALSE
mjölnarbo,1,FALSE
mobyn,1,FALSE
mockfjärd,1,FALSE
mockfkärd,1,FALSE
molnbyggen,1,FALSE
morarna,1,FALSE
morfar,1,FALSE
morfars,1,FALSE
morkarlby,1,FALSE
mormor,1,FALSE
mossa,1,FALSE
mossby,1,FALSE
mossokaln,1,FALSE
mosätra,1,FALSE
mosätt,1,FALSE
motioner,1,FALSE
motions,1,FALSE
motionsområde,1,FALSE
ms,1,FALSE
ms2,1,FALSE
mulleskogen,1,FALSE
musik,1,FALSE
myggbo,1,FALSE
myratugan,1,FALSE
myrflodammen,1,FALSE
mysiga,1,FALSE
mysigaste,1,FALSE
mysplats,1,FALSE
människan,1,FALSE
märråbergs,1,FALSE
mässbacken,1,FALSE
mässingsbruk,1,FALSE
måbergstjärn,1,FALSE
mågis,1,FALSE
mångsgården,1,FALSE
månsta,1,FALSE
mår,1,FALSE
möjligheter,1,FALSE
mörtabergets,1,FALSE
mörtbuviken,1,FALSE
mörtsjön,1,FALSE
mörttjärn,1,FALSE
nadden,1,FALSE
namn,1,FALSE
namnlösen,1,FALSE
natten,1,FALSE
naturlycka,1,FALSE
naturrum,1,FALSE
naturskolan,1,FALSE
naturslinga,1,FALSE
naturstig,1,FALSE
natursyddsområde,1,FALSE
navardalen,1,FALSE
nedre,1,FALSE
nibble,1,FALSE
nisshytteskogen,1,FALSE
nittsjö,1,FALSE
njut,1,FALSE
njutbar,1,FALSE
njutit,1,FALSE
noppikoski,1,FALSE
nordansjö,1,FALSE
nordbäck,1,FALSE
nordbäcksbodarna,1,FALSE
nordibyn,1,FALSE
noret,1,FALSE
norge,1,FALSE
nornäs,1,FALSE
norrbo,1,FALSE
norrvik,1,FALSE
norrviksbackarna,1,FALSE
norsberget,1,FALSE
norslundsskogen,1,FALSE
norudden,1,FALSE
nubbleberget,1,FALSE
nuvarande,1,FALSE
nyhyttan,1,FALSE
nysjöns,1,FALSE
nyss,1,FALSE
näckådalen,1,FALSE
närfjället,1,FALSE
närhet,1,FALSE
närheten,1,FALSE
närmaste,1,FALSE
närområden,1,FALSE
närssjön,1,FALSE
nässjös,1,FALSE
någonstans,1,FALSE
nålberg,1,FALSE
nålen,1,FALSE
nåsen,1,FALSE
oberget,1,FALSE
ockran,1,FALSE
odlingmm,1,FALSE
offkås,1,FALSE
ogströmmen,1,FALSE
ok,1,FALSE
olsnäs,1,FALSE
olsnässkogen,1,FALSE
omgivning,1,FALSE
omgivningar,1,FALSE
omkrets,1,FALSE
omkring,1,FALSE
onstoppen,1,FALSE
open,1,FALSE
opsaheden,1,FALSE
orkla,1,FALSE
ornässtugan,1,FALSE
orrholen,1,FALSE
orsandbadens,1,FALSE
orsbleck,1,FALSE
orsen,1,FALSE
ort,1,FALSE
orörd,1,FALSE
ostbo,1,FALSE
oxberg,1,FALSE
oxriset,1,FALSE
paddelklubben,1,FALSE
paddlarklubben,1,FALSE
panntjärn,1,FALSE
patriks,1,FALSE
pellesberget,1,FALSE
pernilla,1,FALSE
persbo,1,FALSE
petsjövägen,1,FALSE
pilbo,1,FALSE
placeringen,1,FALSE
plasket,1,FALSE
platsen,1,FALSE
platser,1,FALSE
plintsbergets,1,FALSE
plocka,1,FALSE
plockat,1,FALSE
precis,1,FALSE
promenaden,1,FALSE
promenadområde,1,FALSE
promenadstråk,1,FALSE
promennaderr,1,FALSE
prästa,1,FALSE
prästholmen,1,FALSE
prästhyttesjön,1,FALSE
prästtjärn,1,FALSE
prästön,1,FALSE
puben,1,FALSE
pärlan,1,FALSE
rafshytte,1,FALSE
rangvikarna,1,FALSE
rangviken,1,FALSE
rankhyttan,1,FALSE
ransi,1,FALSE
ravin,1,FALSE
ravinen,1,FALSE
realsbo,1,FALSE
relax,1,FALSE
rereation,1,FALSE
reservat,1,FALSE
rexbo,1,FALSE
rid,1,FALSE
ridit,1,FALSE
ridskogen,1,FALSE
ridväg,1,FALSE
riksväg,1,FALSE
risshyttan,1,FALSE
risåsen,1,FALSE
risåsnerget,1,FALSE
ro,1,FALSE
rofyllt,1,FALSE
rog,1,FALSE
rogsjön,1,FALSE
rogsån,1,FALSE
romberget,1,FALSE
romma,1,FALSE
rommeholen,1,FALSE
rostberget,1,FALSE
rotendalen,1,FALSE
roths,1,FALSE
rottne,1,FALSE
rottnyby,1,FALSE
rotälven,1,FALSE
rsisberget,1,FALSE
rudorna,1,FALSE
rundan,1,FALSE
rutboskogen,1,FALSE
rymdalen,1,FALSE
ryssa,1,FALSE
ryssjön,1,FALSE
rädsjön,1,FALSE
rällsjöbo,1,FALSE
rällsjön,1,FALSE
rämen,1,FALSE
rämma,1,FALSE
rännarheden,1,FALSE
rännbacken,1,FALSE
rättviken,1,FALSE
rättviksskog,1,FALSE
rävtjärn,1,FALSE
rådjursstigen,1,FALSE
råtjärnen,1,FALSE
rödfisksjön,1,FALSE
röra,1,FALSE
rörsjön,1,FALSE
rösberget,1,FALSE
rötter,1,FALSE
saltvik,1,FALSE
salutjärn,1,FALSE
sanders,1,FALSE
sandlandet,1,FALSE
sandlandets,1,FALSE
sandtaget,1,FALSE
sandvik,1,FALSE
sandvika,1,FALSE
sandängarna,1,FALSE
sarbergstjärn,1,FALSE
sausberger,1,FALSE
saxdalens,1,FALSE
saxen,1,FALSE
scenen,1,FALSE
schissyttan,1,FALSE
selbäck,1,FALSE
selja,1,FALSE
seljaheden,1,FALSE
sen,1,FALSE
shopping,1,FALSE
siavallen,1,FALSE
sidorna,1,FALSE
sifferbo,1,FALSE
siktjärn,1,FALSE
siljanstornet,1,FALSE
silvberg,1,FALSE
silvbergs,1,FALSE
silvbergsgruva,1,FALSE
silverhyttan,1,FALSE
simhall,1,FALSE
sinnesro,1,FALSE
sjulsarvet,1,FALSE
själen,1,FALSE
sjönsbo,1,FALSE
sjöändan,1,FALSE
sk3idspår,1,FALSE
skallskog,1,FALSE
skamsberget,1,FALSE
skarbohäll,1,FALSE
skattlösberg,1,FALSE
skattunge,1,FALSE
skebergsklitten,1,FALSE
skeer,1,FALSE
skenahyttan,1,FALSE
skeppmora,1,FALSE
skeret,1,FALSE
skicenter,1,FALSE
skidparadis,1,FALSE
skidåkningsmöjligheter,1,FALSE
skifte,1,FALSE
skiftet,1,FALSE
skinnarbo,1,FALSE
skinnboudde,1,FALSE
skinsan,1,FALSE
skisskolningen,1,FALSE
skjutbana,1,FALSE
skogar,1,FALSE
skogen1,1,FALSE
skognäs,1,FALSE
skogshöns,1,FALSE
skogsmark,1,FALSE
skogsmiljö,1,FALSE
skogssjön,1,FALSE
skogsvandringar,1,FALSE
skogsvägar,1,FALSE
skoljoggen,1,FALSE
skommartjärn,1,FALSE
skordbrändan,1,FALSE
skoter,1,FALSE
skoterleder,1,FALSE
skridskor,1,FALSE
skrradatorp,1,FALSE
skrullvre,1,FALSE
skräddarbacksskogen,1,FALSE
skräddarnacken,1,FALSE
skuråsen,1,FALSE
skuthamn,1,FALSE
skärberg,1,FALSE
skönhet,1,FALSE
slalombacke,1,FALSE
slinga,1,FALSE
slogsven,1,FALSE
slottet,1,FALSE
slussen,1,FALSE
släktgårdar,1,FALSE
släktgården,1,FALSE
slättberg,1,FALSE
slätthäll,1,FALSE
slättis,1,FALSE
smalåsen,1,FALSE
smågan,1,FALSE
småvägar,1,FALSE
snotten,1,FALSE
snårberget,1,FALSE
snöby,1,FALSE
snöbyn,1,FALSE
snön,1,FALSE
snösjön,1,FALSE
snöskoter,1,FALSE
sognstupet,1,FALSE
sold,1,FALSE
solleröskogen,1,FALSE
solvarboravinen,1,FALSE
sommar,1,FALSE
sommarbadplats,1,FALSE
sommaridyll,1,FALSE
sommarstugor,1,FALSE
sommarstället,1,FALSE
son,1,FALSE
sonnboviken,1,FALSE
sorsele,1,FALSE
sotbodarna,1,FALSE
spikgården,1,FALSE
sportfaltett,1,FALSE
springer,1,FALSE
sprinkällan,1,FALSE
spåren,1,FALSE
spårskogen,1,FALSE
staffas,1,FALSE
stallet,1,FALSE
stenberget,1,FALSE
stensbo,1,FALSE
stensjön,1,FALSE
stensjöområdet,1,FALSE
stf,1,FALSE
stiftsgården,1,FALSE
stiggforsn,1,FALSE
stimmerbo,1,FALSE
stollberg,1,FALSE
stollberget,1,FALSE
stollbergs,1,FALSE
stopfallet,1,FALSE
storbackssjön,1,FALSE
storbo,1,FALSE
storfallet,1,FALSE
stormyren,1,FALSE
storsiljan,1,FALSE
storvarden,1,FALSE
storvätteshogna,1,FALSE
storänget,1,FALSE
storön,1,FALSE
strandbacken,1,FALSE
strandskog,1,FALSE
stråk,1,FALSE
ströva,1,FALSE
strövstigar,1,FALSE
studsarvet,1,FALSE
stugam,1,FALSE
stugm,1,FALSE
stugu,1,FALSE
stugvistelse,1,FALSE
stunisvik,1,FALSE
stupberget,1,FALSE
stutt,1,FALSE
styggfors,1,FALSE
styrsjöbo,1,FALSE
stångkärn,1,FALSE
stångtjärns,1,FALSE
sundbäck,1,FALSE
svampskog,1,FALSE
svampställe,1,FALSE
svampstället,1,FALSE
svanskogen,1,FALSE
svartsjön,1,FALSE
svarttjärn,1,FALSE
sveden,1,FALSE
sverige,1,FALSE
svinö,1,FALSE
svärdsjö,1,FALSE
svärdsjöberget,1,FALSE
svärdsjöbygden,1,FALSE
sälabron,1,FALSE
sälenfjällens,1,FALSE
sälenfjället,1,FALSE
sälenfjälsgraven,1,FALSE
sälfjällen,1,FALSE
sälsänge,1,FALSE
särnabyn,1,FALSE
särnaområdet,1,FALSE
särnsjön,1,FALSE
säsonger,1,FALSE
säter,1,FALSE
sätergläntan,1,FALSE
sätergläntsberget,1,FALSE
säters,1,FALSE
sätra,1,FALSE
sätraskogen,1,FALSE
säxen,1,FALSE
sågsbo,1,FALSE
sången,1,FALSE
såväl,1,FALSE
söder,1,FALSE
söderås,1,FALSE
södetbärke,1,FALSE
söllerön,1,FALSE
söppenmyren,1,FALSE
sörbo,1,FALSE
sörombäcken,1,FALSE
sörskog,1,FALSE
sörskogs,1,FALSE
sörskogstjärn,1,FALSE
sörängsdammen,1,FALSE
tallar,1,FALSE
tallhed,1,FALSE
tallholmen,1,FALSE
tallmon,1,FALSE
talludden,1,FALSE
tammeråsen,1,FALSE
tandberget,1,FALSE
tansåhytta,1,FALSE
tegera,1,FALSE
tellberg,1,FALSE
tempelbacken,1,FALSE
thaifutten,1,FALSE
thorsudden,1,FALSE
tickan,1,FALSE
tidigare,1,FALSE
tillgång,1,FALSE
tillhörande,1,FALSE
tingnäs,1,FALSE
tingsnä,1,FALSE
tisjön,1,FALSE
tjäderåsen,1,FALSE
tjärgrafudden,1,FALSE
tjärnaberget,1,FALSE
tjärnbuan,1,FALSE
toftbyn,1,FALSE
tolvsbo,1,FALSE
topp,1,FALSE
toppar,1,FALSE
toppen,1,FALSE
toppstuga,1,FALSE
torkssätern,1,FALSE
torrbo,1,FALSE
torrboviken,1,FALSE
torråsen,1,FALSE
torsmobron,1,FALSE
torteins,1,FALSE
trail,1,FALSE
troll,1,FALSE
trollbäcken,1,FALSE
trolldalen,1,FALSE
trons,1,FALSE
tryssjön,1,FALSE
trädgården,1,FALSE
träna,1,FALSE
träningsområde,1,FALSE
träningsspår,1,FALSE
trådbacken,1,FALSE
tuna,1,FALSE
tunahästberg,1,FALSE
tunstaskogen,1,FALSE
tunstay,1,FALSE
tunvägen,1,FALSE
tur,1,FALSE
turistvägen,1,FALSE
turridning,1,FALSE
tvärstupet,1,FALSE
tvärtom,1,FALSE
två,1,FALSE
tyfors,1,FALSE
tylla,1,FALSE
tyrn,1,FALSE
tyrsbergets,1,FALSE
tyskhage,1,FALSE
tyskö,1,FALSE
tyst,1,FALSE
tystnaden,1,FALSE
täcksberget,1,FALSE
täcksbergets,1,FALSE
tänger,1,FALSE
töfsingdalen,1,FALSE
ullriksberg,1,FALSE
ulvsjön,1,FALSE
ulvsätern,1,FALSE
underbar,1,FALSE
underbart,1,FALSE
underberg,1,FALSE
ungskog,1,FALSE
uppdjusen,1,FALSE
upplevde,1,FALSE
upptagsviken,1,FALSE
uppträdande,1,FALSE
uppätna,1,FALSE
utah,1,FALSE
utanför,1,FALSE
utanhed,1,FALSE
ute,1,FALSE
utendal,1,FALSE
utflykt,1,FALSE
utflykten,1,FALSE
utflyktsmål,1,FALSE
utgrycken,1,FALSE
utkiksplats,1,FALSE
utkiksplatsen,1,FALSE
utkikspunkt,1,FALSE
utkikstorn,1,FALSE
utmeland,1,FALSE
utsiktspunkt,1,FALSE
utsiktstorn,1,FALSE
utsjö,1,FALSE
utskogen,1,FALSE
utsunds,1,FALSE
utsundsbadet,1,FALSE
utsäljeskogen,1,FALSE
utterstigen,1,FALSE
utängsbyn,1,FALSE
uvbergsskogen,1,FALSE
vackert,1,FALSE
valfria,1,FALSE
valla,1,FALSE
vallbyn,1,FALSE
vallsjöarna,1,FALSE
valsansjöarna,1,FALSE
vanberget,1,FALSE
vandrings,1,FALSE
vansjön,1,FALSE
vardag,1,FALSE
vardagspromenad,1,FALSE
vardagspromenader,1,FALSE
vargar,1,FALSE
vasaleden,1,FALSE
vasaloppsspåret,1,FALSE
vasman,1,FALSE
vasmanlake,1,FALSE
vasselbodarna,1,FALSE
vasselvallen,1,FALSE
vattberget,1,FALSE
vatten,1,FALSE
vattnäsrundan,1,FALSE
vega,1,FALSE
verket,1,FALSE
veteranbilar,1,FALSE
vidåsberget,1,FALSE
vidön,1,FALSE
vikasjön,1,FALSE
vikaskogen,1,FALSE
vikaviken,1,FALSE
vikåkervägen,1,FALSE
vila,1,FALSE
vilda,1,FALSE
villan,1,FALSE
vindpark,1,FALSE
vindtjärn,1,FALSE
vinter,1,FALSE
vinterbad,1,FALSE
vitsand,1,FALSE
vitsippsdalen,1,FALSE
vittsjön,1,FALSE
vrå,1,FALSE
vvo,1,FALSE
väckarbodarna,1,FALSE
väg,1,FALSE
vändan,1,FALSE
vänner,1,FALSE
värlingen,1,FALSE
väsa,1,FALSE
väsabergets,1,FALSE
västannor,1,FALSE
västanvik,1,FALSE
västerbyhytta,1,FALSE
västibtn,1,FALSE
västibyn,1,FALSE
västra,1,FALSE
väverön,1,FALSE
vådsjödammen,1,FALSE
vådsjön,1,FALSE
våghalsviken,1,FALSE
vålberget,1,FALSE
vålbergets,1,FALSE
vålbrändans,1,FALSE
vålɓerget,1,FALSE
våmhus,1,FALSE
våren,1,FALSE
vårt,1,FALSE
våtmark,1,FALSE
waterfall,1,FALSE
westman,1,FALSE
wiberg,1,FALSE
yttermalungs,1,FALSE
yttermo,1,FALSE
yttersätra,1,FALSE
yxningafallet,1,FALSE
ägandes,1,FALSE
ägda,1,FALSE
älg,1,FALSE
älgbo,1,FALSE
älgjakten,1,FALSE
älgsjöarna,1,FALSE
älgsjöselen,1,FALSE
älvbron,1,FALSE
älvenrunda,1,FALSE
älvledspromenaden,1,FALSE
älvnäs,1,FALSE
älvnäsleden,1,FALSE
älvpromenad,1,FALSE
älvpromenade,1,FALSE
älvstigen,1,FALSE
ämån,1,FALSE
äng,1,FALSE
änjansdalen,1,FALSE
äppelbos,1,FALSE
ärnäs,1,FALSE
ärtknubben,1,FALSE
även,1,FALSE
ågsjön,1,FALSE
åhl,1,FALSE
åhlby,1,FALSE
åkerbodrna,1,FALSE
åkermark,1,FALSE
åkerö,1,FALSE
åkrar,1,FALSE
åmåsäng,1,FALSE
ångbåtsbrygga,1,FALSE
ången,1,FALSE
ånäspromenaden,1,FALSE
år,1,FALSE
åränget,1,FALSE
åsberget,1,FALSE
åsgarn,1,FALSE
åvallen,1,FALSE
öar,1,FALSE
öarna,1,FALSE
ödarv,1,FALSE
öjvassla,1,FALSE
öna,1,FALSE
öomvik,1,FALSE
örabergsdammen,1,FALSE
örsjöberget,1,FALSE
örsåsen,1,FALSE
össjubuan,1,FALSE
öst,1,FALSE
östanmor,1,FALSE
östbjörka,1,FALSE
österby,1,FALSE
österbyn,1,FALSE
östergrav,1,FALSE
östnors,1,FALSE
östrby,1,FALSE
övertänger,1,FALSE
övrejärden,1,FALSE
